@RELATION target
@Attribute cap_words_words_ratio REAL
@Attribute amount_exclamation_marks REAL
@Attribute is_response REAL
@Attribute amount_words REAL
@Attribute word_sentence_ratio REAL
@Attribute amount_links REAL
@Attribute amount_cap_lock_words REAL
@Attribute amount_of_3_contiguous_spaces REAL
@Attribute amount_dollar_signs REAL
@Attribute amount_money REAL
@Attribute amount_percent_sign REAL
@ATTRIBUTE TARGET {0 1}
@DATA
0.1951219512195122, 0, 1, 41, 10.25, 1, 14, 3, 0, 0, 0, 0
0.18181818181818182, 0, 0, 11, 11.0, 0, 2, 0, 0, 0, 0, 1
0.13513513513513514, 0, 1, 74, 18.5, 0, 3, 0, 0, 0, 0, 0
0.13716814159292035, 0, 1, 226, 45.2, 3, 7, 0, 1, 0, 0, 0
0.37777777777777777, 2, 1, 45, 45.0, 3, 2, 0, 0, 0, 0, 0
0.234375, 0, 1, 64, 32.0, 0, 8, 0, 0, 0, 0, 0
0.24607329842931938, 2, 1, 191, 19.1, 5, 28, 5, 0, 1, 0, 1
0.02702702702702703, 0, 0, 37, 37.0, 0, 0, 0, 0, 0, 0, 0
0.12857142857142856, 0, 1, 210, 23.333333333333332, 1, 19, 0, 0, 0, 1, 0
0.16666666666666666, 1, 1, 150, 50.0, 2, 49, 7, 0, 0, 0, 0
0.06875, 0, 1, 320, 35.55555555555556, 0, 13, 0, 0, 0, 0, 0
0.2597402597402597, 0, 1, 231, 77.0, 0, 32, 0, 0, 0, 0, 0
0.12745098039215685, 0, 0, 102, 17.0, 1, 7, 0, 0, 0, 1, 0
0.44587628865979384, 19, 0, 388, 35.27272727272727, 0, 136, 0, 6, 3, 0, 1
0.31155778894472363, 13, 0, 199, 22.11111111111111, 6, 64, 5, 1, 0, 0, 1
0.09642857142857143, 0, 0, 280, 28.0, 0, 88, 20, 3, 4, 0, 1
0.14906832298136646, 0, 0, 161, 23.0, 1, 14, 0, 0, 0, 0, 0
0.472, 1, 0, 125, 20.833333333333332, 2, 2, 0, 0, 0, 0, 1
0.35714285714285715, 2, 0, 84, 84.0, 3, 16, 2, 0, 0, 5, 1
0.41509433962264153, 1, 0, 106, 53.0, 12, 26, 0, 0, 0, 2, 1
0.14814814814814814, 1, 0, 972, 37.38461538461539, 1, 69, 0, 3, 0, 0, 0
0.19791666666666666, 4, 0, 384, 18.285714285714285, 1, 47, 0, 0, 1, 0, 1
0.335, 3, 1, 200, 33.333333333333336, 4, 44, 2, 4, 0, 0, 1
0.21205357142857142, 6, 0, 448, 40.72727272727273, 0, 75, 4, 11, 1, 2, 1
0.06390328151986183, 15, 0, 579, 41.357142857142854, 2, 19, 0, 1, 12, 0, 1
0.6408450704225352, 4, 0, 284, 284.0, 3, 135, 0, 0, 0, 0, 1
0.0933852140077821, 0, 0, 257, 28.555555555555557, 0, 9, 0, 0, 0, 0, 0
0.07368421052631578, 1, 0, 95, 95.0, 5, 20, 5, 0, 0, 18, 1
0.1864406779661017, 0, 0, 59, 29.5, 4, 1, 0, 0, 0, 0, 0
0.7032967032967034, 7, 0, 91, 91.0, 2, 18, 0, 0, 3, 4, 1
0.3375, 2, 0, 80, 80.0, 3, 6, 0, 0, 0, 0, 0
0.12524334847501623, 0, 0, 1541, 22.66176470588235, 2, 32, 0, 1, 2, 0, 0
0.2391304347826087, 6, 0, 184, 46.0, 5, 68, 13, 0, 0, 0, 1
0.13043478260869565, 0, 1, 207, 51.75, 2, 15, 0, 0, 0, 0, 0
0.3170731707317073, 3, 1, 287, 22.076923076923077, 0, 65, 9, 0, 0, 0, 0
0.19875776397515527, 2, 1, 161, 32.2, 4, 10, 0, 0, 0, 0, 0
0.23076923076923078, 0, 0, 13, 13.0, 0, 2, 0, 0, 0, 0, 1
0.12745098039215685, 1, 0, 306, 34.0, 11, 111, 25, 0, 0, 0, 1
0.38461538461538464, 0, 0, 13, 13.0, 0, 2, 0, 0, 0, 0, 1
0.07116104868913857, 7, 0, 534, 53.4, 17, 254, 79, 0, 1, 4, 1
0.16071428571428573, 1, 0, 112, 112.0, 2, 51, 13, 0, 1, 0, 1
0.32524271844660196, 4, 0, 206, 41.2, 6, 26, 0, 2, 0, 0, 1
0.25925925925925924, 3, 1, 108, 36.0, 3, 2, 0, 0, 0, 0, 0
0.16981132075471697, 1, 0, 53, 53.0, 3, 3, 0, 0, 0, 0, 0
0.08421052631578947, 0, 0, 190, 63.333333333333336, 1, 85, 14, 0, 0, 1, 0
0.20754716981132076, 14, 2, 583, 26.5, 8, 200, 53, 0, 0, 0, 1
0.175, 0, 0, 40, 40.0, 1, 2, 0, 0, 0, 0, 1
0.1597222222222222, 11, 1, 144, 36.0, 2, 7, 0, 0, 0, 0, 1
0.2222222222222222, 1, 0, 18, 18.0, 3, 6, 2, 0, 0, 0, 0
0.3081081081081081, 0, 1, 185, 23.125, 1, 23, 2, 0, 0, 0, 0
0.18099547511312217, 2, 0, 221, 20.09090909090909, 3, 98, 27, 0, 0, 1, 1
0.061068702290076333, 4, 1, 524, 131.0, 0, 403, 123, 4, 2, 1, 1
0.13778705636743216, 8, 0, 479, 159.66666666666666, 4, 45, 2, 0, 1, 0, 1
0.4166666666666667, 1, 0, 12, 12.0, 1, 0, 0, 0, 0, 0, 1
0.020833333333333332, 8, 0, 432, 432.0, 42, 289, 92, 0, 0, 0, 1
0.09649122807017543, 0, 1, 114, 57.0, 0, 5, 0, 0, 0, 1, 0
0.21214574898785424, 31, 0, 2470, 24.455445544554454, 0, 518, 0, 161, 13, 8, 1
0.4189189189189189, 0, 1, 74, 74.0, 0, 15, 0, 0, 0, 0, 0
0.2, 0, 0, 15, 15.0, 0, 5, 0, 1, 0, 0, 1
0.12422360248447205, 0, 1, 161, 40.25, 1, 19, 3, 0, 0, 0, 0
0.14039408866995073, 0, 1, 406, 19.333333333333332, 0, 20, 3, 0, 0, 0, 0
0.2222222222222222, 0, 0, 324, 29.454545454545453, 1, 26, 0, 1, 1, 2, 1
0.129973474801061, 0, 0, 377, 41.888888888888886, 1, 52, 6, 1, 1, 3, 1
0.2636363636363636, 16, 0, 220, 110.0, 4, 42, 11, 0, 0, 0, 1
0.13807531380753138, 2, 0, 239, 79.66666666666667, 2, 6, 0, 0, 0, 0, 0
0.35294117647058826, 0, 0, 17, 17.0, 0, 8, 0, 1, 0, 0, 1
0.026155187445510025, 4, 0, 1147, 104.27272727272727, 8, 721, 232, 1, 0, 4, 1
0.07368421052631578, 9, 0, 190, 95.0, 2, 129, 40, 0, 0, 0, 1
0.062370062370062374, 2, 0, 481, 80.16666666666667, 15, 227, 65, 0, 0, 2, 1
0.10176991150442478, 0, 1, 226, 25.11111111111111, 0, 25, 3, 0, 0, 0, 0
0.17316017316017315, 3, 0, 231, 33.0, 3, 9, 0, 0, 1, 0, 1
0.1606425702811245, 2, 0, 249, 22.636363636363637, 3, 126, 38, 0, 0, 1, 1
0.17757009345794392, 0, 1, 214, 35.666666666666664, 1, 32, 4, 0, 0, 0, 0
0.2987012987012987, 5, 3, 154, 154.0, 4, 11, 0, 0, 0, 0, 0
0.21145104895104896, 7, 0, 11440, 29.94764397905759, 7, 596, 1, 1, 2, 0, 1
0.3125, 7, 0, 304, 152.0, 6, 19, 0, 0, 1, 0, 1
0.15384615384615385, 0, 0, 26, 8.666666666666666, 0, 4, 0, 0, 0, 0, 0
0.17857142857142858, 5, 0, 84, 42.0, 2, 8, 2, 0, 0, 1, 1
0.0749063670411985, 0, 1, 1335, 31.046511627906977, 0, 81, 1, 8, 4, 4, 0
0.21428571428571427, 0, 1, 42, 21.0, 0, 5, 0, 0, 0, 0, 0
0.2066115702479339, 13, 0, 121, 121.0, 2, 12, 0, 0, 0, 8, 1
0.3623853211009174, 0, 6, 218, 8.074074074074074, 4, 22, 0, 0, 0, 0, 0
0.21670702179176757, 0, 1, 826, 30.59259259259259, 3, 106, 15, 0, 0, 0, 0
0.33905579399141633, 55, 0, 466, 27.41176470588235, 0, 116, 1, 14, 4, 0, 1
0.313953488372093, 5, 0, 258, 23.454545454545453, 5, 33, 0, 0, 0, 0, 1
0.05434782608695652, 0, 0, 368, 40.888888888888886, 0, 13, 0, 0, 0, 0, 0
0.10810810810810811, 0, 1, 259, 51.8, 2, 15, 1, 0, 0, 0, 0
0.425, 1, 0, 80, 80.0, 4, 29, 7, 0, 0, 2, 1
0.0, 0, 0, 13, 13.0, 2, 1, 0, 0, 0, 0, 1
0.12324929971988796, 0, 1, 357, 23.8, 0, 31, 0, 0, 0, 1, 0
0.44285714285714284, 3, 0, 70, 70.0, 2, 24, 4, 0, 0, 0, 1
0.16767371601208458, 1, 0, 662, 220.66666666666666, 7, 71, 0, 1, 1, 5, 1
0.12681912681912683, 1, 0, 481, 96.2, 8, 358, 88, 3, 0, 0, 1
0.0, 0, 0, 13, 13.0, 2, 0, 0, 0, 0, 0, 0
0.07079646017699115, 0, 1, 226, 28.25, 0, 7, 0, 0, 0, 0, 0
0.1134020618556701, 0, 0, 97, 24.25, 2, 14, 0, 0, 0, 0, 0
0.3352272727272727, 1, 1, 176, 44.0, 2, 42, 7, 3, 0, 0, 1
0.136986301369863, 2, 0, 219, 219.0, 4, 2, 0, 0, 0, 0, 0
0.19444444444444445, 1, 1, 36, 18.0, 2, 7, 0, 0, 0, 0, 0
0.13380281690140844, 3, 0, 142, 47.333333333333336, 3, 19, 4, 0, 0, 2, 1
0.4166666666666667, 0, 1, 12, 12.0, 0, 2, 0, 0, 0, 0, 1
0.3137254901960784, 0, 1, 51, 12.75, 1, 9, 0, 0, 0, 0, 0
0.06537890044576523, 7, 0, 673, 168.25, 2, 300, 86, 1, 1, 11, 1
0.10752688172043011, 0, 0, 1023, 27.64864864864865, 1, 45, 0, 2, 3, 1, 0
0.4492753623188406, 4, 0, 69, 69.0, 2, 9, 0, 0, 0, 2, 1
0.0658682634730539, 0, 0, 167, 33.4, 2, 3, 0, 0, 0, 0, 1
0.2608695652173913, 8, 0, 115, 19.166666666666668, 2, 15, 0, 0, 0, 2, 1
0.7929515418502202, 0, 0, 454, 19.73913043478261, 1, 446, 23, 1, 3, 1, 1
0.10967741935483871, 1, 0, 155, 25.833333333333332, 3, 8, 0, 1, 0, 0, 1
0.09090909090909091, 0, 0, 341, 31.0, 4, 17, 0, 0, 0, 0, 0
0.5, 0, 0, 2, 2.0, 0, 0, 0, 0, 0, 0, 1
0.2, 1, 0, 95, 23.75, 2, 8, 0, 0, 0, 0, 0
0.16837782340862423, 3, 0, 487, 24.35, 2, 43, 12, 0, 0, 0, 0
0.2553191489361702, 0, 0, 47, 23.5, 1, 6, 0, 0, 0, 0, 0
0.4055299539170507, 19, 0, 434, 39.45454545454545, 0, 168, 11, 7, 3, 0, 1
0.0800438596491228, 10, 0, 912, 130.28571428571428, 2, 453, 137, 3, 0, 11, 1
0.2222222222222222, 0, 0, 9, 9.0, 0, 2, 0, 0, 0, 0, 1
0.2, 5, 0, 365, 24.333333333333332, 0, 66, 3, 6, 0, 0, 1
0.35714285714285715, 1, 0, 56, 28.0, 3, 3, 0, 0, 0, 0, 1
0.1638418079096045, 0, 0, 354, 29.5, 0, 20, 0, 0, 0, 0, 1
0.29508196721311475, 2, 0, 61, 61.0, 3, 13, 0, 0, 0, 0, 0
0.13551401869158877, 1, 0, 214, 26.75, 1, 9, 0, 0, 0, 1, 0
0.2732003469210755, 3, 0, 1153, 29.564102564102566, 42, 59, 1, 4, 1, 6, 0
0.20618556701030927, 8, 0, 97, 19.4, 2, 17, 0, 0, 1, 2, 1
0.05825242718446602, 0, 0, 103, 17.166666666666668, 2, 7, 0, 0, 0, 0, 1
0.14423076923076922, 3, 1, 104, 52.0, 1, 14, 0, 1, 0, 0, 0
0.15508021390374332, 0, 1, 187, 20.77777777777778, 0, 16, 1, 0, 0, 0, 0
0.32142857142857145, 7, 0, 28, 14.0, 1, 5, 0, 0, 0, 0, 1
0.33707865168539325, 13, 0, 89, 89.0, 2, 9, 1, 0, 0, 0, 1
0.12341536167039523, 26, 1, 2682, 52.588235294117645, 1, 117, 0, 19, 38, 6, 1
0.027253668763102725, 2, 0, 477, 159.0, 19, 268, 84, 1, 0, 6, 1
0.15789473684210525, 1, 1, 95, 15.833333333333334, 0, 5, 0, 0, 0, 0, 0
0.07126948775055679, 0, 1, 449, 37.416666666666664, 0, 39, 5, 0, 1, 0, 0
0.13110539845758354, 0, 0, 389, 38.9, 1, 31, 0, 0, 0, 0, 0
0.1027450980392157, 2, 0, 1275, 25.0, 3, 47, 0, 3, 1, 0, 0
0.12380952380952381, 0, 1, 105, 26.25, 1, 9, 0, 0, 0, 0, 0
0.15118110236220472, 14, 0, 635, 127.0, 2, 279, 81, 2, 0, 6, 1
0.11278195488721804, 11, 0, 266, 26.6, 4, 15, 0, 0, 0, 2, 1
0.30612244897959184, 2, 1, 98, 49.0, 2, 9, 0, 0, 0, 0, 0
0.15776241357636706, 0, 0, 1591, 46.794117647058826, 9, 283, 11, 0, 0, 2, 1
0.14285714285714285, 0, 1, 154, 22.0, 0, 13, 0, 0, 0, 0, 0
0.08080808080808081, 0, 0, 99, 33.0, 1, 3, 0, 0, 0, 0, 0
0.1793103448275862, 0, 1, 145, 29.0, 1, 28, 3, 0, 0, 0, 0
0.12668463611859837, 6, 0, 371, 41.22222222222222, 2, 22, 0, 0, 1, 1, 1
0.1509433962264151, 0, 1, 159, 31.8, 1, 25, 4, 0, 0, 0, 0
0.1064516129032258, 3, 1, 310, 31.0, 0, 52, 3, 0, 0, 0, 0
0.08771929824561403, 0, 0, 228, 76.0, 1, 10, 0, 1, 0, 0, 1
0.090311986863711, 2, 0, 609, 304.5, 2, 338, 112, 0, 1, 3, 1
0.3, 1, 0, 20, 20.0, 0, 5, 0, 0, 0, 0, 1
0.03626943005181347, 6, 0, 193, 193.0, 3, 94, 30, 2, 1, 0, 1
0.1206896551724138, 1, 1, 116, 23.2, 0, 3, 0, 0, 0, 0, 0
0.23255813953488372, 0, 1, 43, 43.0, 0, 2, 0, 0, 0, 0, 0
0.10743801652892562, 1, 1, 121, 40.333333333333336, 0, 10, 0, 3, 0, 0, 0
0.10355987055016182, 0, 0, 309, 28.09090909090909, 0, 25, 0, 0, 0, 0, 0
0.48148148148148145, 5, 0, 108, 108.0, 4, 25, 0, 0, 0, 0, 1
0.27522935779816515, 0, 1, 109, 18.166666666666668, 2, 36, 4, 0, 0, 0, 0
0.16181229773462782, 3, 1, 309, 28.09090909090909, 4, 46, 8, 10, 0, 0, 1
0.2198581560283688, 2, 2, 141, 47.0, 3, 7, 0, 0, 0, 0, 0
0.16417910447761194, 0, 0, 67, 16.75, 1, 3, 0, 0, 0, 0, 1
0.25, 0, 1, 112, 18.666666666666668, 1, 13, 0, 0, 0, 0, 0
0.2550335570469799, 4, 2, 149, 74.5, 4, 10, 0, 0, 0, 0, 0
0.19957537154989385, 71, 0, 1413, 45.58064516129032, 0, 160, 0, 13, 10, 6, 1
0.1623529411764706, 7, 0, 425, 35.416666666666664, 10, 19, 0, 2, 1, 6, 1
0.08061749571183534, 4, 0, 583, 26.5, 0, 16, 0, 0, 0, 1, 1
0.21468926553672316, 16, 1, 531, 26.55, 6, 203, 52, 0, 0, 0, 1
0.09577114427860696, 0, 1, 12864, 29.504587155963304, 0, 209, 0, 6, 2, 1, 0
0.2537313432835821, 0, 1, 67, 22.333333333333332, 0, 4, 0, 0, 0, 0, 0
0.09226190476190477, 1, 0, 336, 30.545454545454547, 2, 5, 0, 0, 0, 0, 0
0.11538461538461539, 0, 1, 182, 45.5, 0, 27, 0, 0, 0, 0, 0
0.12408759124087591, 0, 0, 137, 22.833333333333332, 1, 7, 0, 0, 0, 0, 0
0.19444444444444445, 0, 2, 144, 36.0, 0, 18, 0, 0, 0, 0, 0
0.15463917525773196, 0, 1, 97, 24.25, 1, 3, 0, 0, 0, 0, 0
0.07954545454545454, 0, 0, 176, 88.0, 20, 28, 8, 0, 0, 4, 1
0.375, 4, 1, 64, 64.0, 2, 5, 0, 0, 0, 0, 0
0.786096256684492, 4, 0, 187, 11.6875, 1, 157, 0, 4, 0, 2, 1
0.1896551724137931, 0, 1, 116, 23.2, 2, 28, 4, 0, 0, 0, 0
0.10434782608695652, 0, 1, 115, 38.333333333333336, 2, 38, 11, 0, 0, 0, 0
0.16666666666666666, 0, 0, 126, 31.5, 0, 11, 0, 0, 0, 0, 0
0.0797872340425532, 17, 1, 1128, 188.0, 3, 670, 227, 3, 0, 11, 1
0.05555555555555555, 1, 0, 72, 72.0, 1, 1, 0, 0, 0, 0, 1
0.12794612794612795, 0, 1, 297, 37.125, 0, 28, 2, 0, 0, 0, 0
0.18181818181818182, 0, 0, 11, 11.0, 0, 2, 0, 0, 0, 0, 1
0.3081081081081081, 18, 1, 370, 18.5, 6, 51, 5, 0, 0, 0, 1
0.17647058823529413, 0, 1, 102, 34.0, 0, 1, 0, 0, 0, 0, 0
0.16265060240963855, 0, 0, 166, 33.2, 2, 62, 17, 0, 0, 0, 0
0.15384615384615385, 0, 0, 52, 17.333333333333332, 0, 1, 0, 0, 0, 0, 0
0.08614232209737828, 3, 0, 1602, 31.41176470588235, 1, 124, 0, 13, 24, 7, 1
0.06813417190775681, 12, 1, 954, 190.8, 2, 568, 193, 2, 0, 12, 1
0.23788546255506607, 10, 0, 454, 151.33333333333334, 10, 92, 7, 0, 0, 0, 1
0.174573055028463, 1, 0, 527, 105.4, 2, 50, 0, 0, 0, 0, 0
0.24095563139931742, 3, 0, 1465, 366.25, 52, 460, 63, 0, 0, 0, 1
0.28378378378378377, 1, 0, 74, 37.0, 2, 8, 0, 0, 0, 1, 1
0.11691022964509394, 0, 0, 479, 79.83333333333333, 1, 43, 6, 1, 1, 3, 1
0.1456953642384106, 5, 0, 151, 30.2, 0, 12, 0, 0, 0, 0, 1
0.330188679245283, 3, 1, 212, 16.307692307692307, 0, 23, 0, 0, 0, 0, 0
0.09813084112149532, 0, 1, 214, 35.666666666666664, 3, 22, 0, 0, 0, 0, 0
0.193717277486911, 0, 0, 191, 21.22222222222222, 4, 15, 0, 0, 0, 0, 0
0.15372168284789645, 0, 0, 618, 30.9, 0, 47, 0, 0, 0, 10, 1
0.06390328151986183, 15, 0, 579, 41.357142857142854, 2, 19, 0, 1, 12, 0, 1
0.6621621621621622, 11, 0, 74, 74.0, 2, 28, 0, 2, 0, 0, 1
0.05027322404371585, 3, 0, 915, 457.5, 1, 671, 200, 0, 0, 9, 1
0.102803738317757, 0, 0, 107, 17.833333333333332, 2, 13, 0, 0, 0, 0, 1
0.15323854660347552, 14, 0, 633, 126.6, 2, 277, 80, 2, 0, 6, 1
0.1456953642384106, 5, 0, 151, 30.2, 0, 12, 0, 0, 0, 0, 1
0.14988290398126464, 0, 0, 427, 30.5, 1, 17, 0, 1, 3, 0, 1
0.12658227848101267, 0, 0, 79, 26.333333333333332, 0, 5, 0, 0, 1, 0, 1
0.16216216216216217, 11, 0, 185, 61.666666666666664, 1, 84, 25, 0, 0, 8, 1
0.17682020802377416, 0, 0, 673, 18.694444444444443, 1, 38, 0, 1, 4, 0, 1
0.07407407407407407, 0, 1, 162, 32.4, 1, 7, 0, 0, 0, 0, 0
0.15833333333333333, 0, 1, 120, 30.0, 2, 17, 1, 0, 0, 0, 0
0.17333333333333334, 0, 0, 225, 28.125, 0, 18, 0, 0, 0, 0, 0
0.12037037037037036, 2, 0, 216, 54.0, 2, 7, 0, 0, 0, 0, 0
0.10714285714285714, 0, 0, 28, 14.0, 0, 2, 0, 0, 0, 0, 0
0.19642857142857142, 0, 1, 56, 28.0, 0, 6, 0, 0, 0, 0, 0
0.14410480349344978, 0, 1, 229, 28.625, 1, 14, 0, 0, 0, 1, 0
0.12330275229357798, 27, 1, 2725, 50.46296296296296, 1, 118, 0, 19, 38, 6, 1
0.18421052631578946, 0, 1, 76, 25.333333333333332, 0, 9, 0, 0, 0, 0, 0
0.23076923076923078, 0, 0, 13, 6.5, 0, 3, 0, 0, 0, 0, 1
0.2, 7, 0, 150, 75.0, 6, 26, 6, 4, 0, 1, 1
0.216, 2, 1, 125, 20.833333333333332, 3, 25, 2, 3, 0, 4, 1
0.18518518518518517, 0, 0, 27, 27.0, 1, 1, 0, 0, 0, 0, 0
0.10071942446043165, 1, 1, 278, 30.88888888888889, 2, 30, 0, 0, 0, 0, 0
0.20187793427230047, 5, 0, 639, 63.9, 2, 41, 0, 2, 0, 0, 1
0.10062893081761007, 0, 0, 159, 17.666666666666668, 3, 17, 0, 3, 0, 0, 1
0.07368421052631578, 9, 0, 190, 95.0, 2, 129, 40, 0, 0, 0, 1
0.15966386554621848, 2, 0, 595, 59.5, 3, 22, 0, 1, 0, 0, 0
0.25210084033613445, 4, 1, 595, 21.25, 4, 94, 17, 2, 0, 0, 1
0.15789473684210525, 1, 0, 76, 25.333333333333332, 0, 5, 0, 0, 0, 0, 0
0.547945205479452, 2, 0, 73, 73.0, 7, 6, 0, 0, 0, 2, 1
0.15619967793880837, 0, 0, 621, 31.05, 0, 52, 0, 0, 0, 10, 1
0.5043478260869565, 8, 0, 115, 115.0, 3, 45, 9, 2, 0, 0, 1
0.21428571428571427, 0, 0, 28, 28.0, 1, 0, 0, 0, 0, 0, 0
0.16304347826086957, 0, 1, 92, 46.0, 0, 9, 0, 0, 0, 0, 0
0.061366806136680614, 0, 1, 717, 39.833333333333336, 0, 107, 19, 0, 0, 0, 0
0.1744, 18, 0, 625, 56.81818181818182, 2, 372, 92, 4, 0, 0, 1
0.07291666666666667, 0, 3, 192, 32.0, 0, 12, 0, 0, 0, 0, 0
0.13278008298755187, 0, 1, 241, 18.53846153846154, 0, 25, 0, 0, 2, 0, 0
0.4, 1, 0, 15, 15.0, 0, 7, 0, 0, 0, 0, 1
0.019367991845056064, 1, 1, 981, 327.0, 1, 746, 201, 1, 0, 4, 0
0.20278330019880716, 0, 0, 503, 35.92857142857143, 3, 57, 1, 6, 0, 1, 1
0.2169811320754717, 0, 1, 106, 17.666666666666668, 1, 44, 11, 0, 0, 0, 0
0.19101123595505617, 0, 0, 89, 89.0, 1, 36, 10, 0, 0, 0, 0
0.5232558139534884, 3, 0, 86, 86.0, 2, 19, 5, 0, 1, 4, 1
0.12681912681912683, 1, 0, 481, 96.2, 8, 359, 88, 3, 0, 0, 1
0.14935064935064934, 4, 2, 154, 77.0, 2, 23, 1, 2, 0, 3, 0
0.14285714285714285, 4, 0, 147, 49.0, 3, 25, 5, 0, 0, 2, 1
0.22916666666666666, 1, 0, 192, 48.0, 0, 49, 9, 3, 0, 0, 0
0.1078838174273859, 0, 0, 482, 32.13333333333333, 1, 10, 0, 2, 2, 3, 1
0.25, 0, 0, 128, 32.0, 0, 24, 2, 0, 0, 0, 0
0.102803738317757, 0, 0, 107, 17.833333333333332, 2, 13, 0, 0, 0, 0, 1
0.10621761658031088, 0, 0, 386, 42.888888888888886, 7, 176, 50, 0, 0, 0, 0
0.13043478260869565, 0, 1, 138, 34.5, 0, 6, 0, 0, 0, 0, 0
0.13333333333333333, 0, 0, 75, 37.5, 1, 6, 0, 0, 0, 0, 1
0.06363636363636363, 0, 1, 110, 55.0, 0, 1, 0, 0, 0, 0, 0
0.332, 0, 2, 250, 20.833333333333332, 12, 38, 0, 0, 0, 0, 0
0.2, 0, 1, 40, 13.333333333333334, 0, 1, 0, 0, 0, 0, 0
0.16666666666666666, 0, 1, 162, 81.0, 0, 51, 8, 0, 0, 0, 0
0.11428571428571428, 0, 1, 175, 19.444444444444443, 4, 14, 0, 2, 0, 0, 1
0.4044943820224719, 3, 0, 89, 89.0, 6, 33, 9, 0, 0, 2, 1
0.1111111111111111, 1, 0, 153, 38.25, 3, 9, 0, 0, 0, 0, 1
0.10845588235294118, 2, 0, 544, 32.0, 4, 49, 0, 2, 7, 0, 1
0.11594202898550725, 2, 2, 621, 41.4, 6, 85, 3, 0, 0, 0, 0
0.27631578947368424, 61, 0, 152, 76.0, 2, 16, 0, 0, 0, 0, 1
0.1597222222222222, 11, 1, 144, 36.0, 2, 7, 0, 0, 0, 0, 1
0.06474820143884892, 1, 0, 139, 17.375, 1, 2, 0, 0, 0, 0, 0
0.13921901528013583, 0, 1, 589, 32.72222222222222, 2, 62, 5, 0, 5, 0, 0
0.2, 1, 0, 15, 15.0, 0, 3, 0, 0, 0, 0, 1
0.13192612137203166, 0, 0, 379, 75.8, 4, 23, 0, 1, 0, 0, 0
0.1859504132231405, 4, 0, 484, 48.4, 1, 201, 50, 0, 0, 1, 1
0.24324324324324326, 16, 1, 185, 20.555555555555557, 4, 26, 2, 0, 0, 0, 1
0.15702479338842976, 2, 2, 121, 20.166666666666668, 3, 9, 0, 0, 0, 0, 0
0.031746031746031744, 0, 0, 63, 21.0, 1, 1, 0, 0, 0, 0, 0
0.4166666666666667, 1, 0, 12, 12.0, 1, 0, 0, 0, 0, 0, 1
0.05021834061135371, 4, 0, 916, 916.0, 1, 679, 202, 1, 0, 9, 1
0.21804511278195488, 4, 0, 133, 33.25, 6, 23, 3, 2, 0, 0, 1
0.11304347826086956, 0, 0, 230, 23.0, 0, 19, 2, 0, 0, 1, 0
0.1572769953051643, 2, 0, 426, 30.428571428571427, 3, 19, 0, 0, 0, 0, 0
0.1317365269461078, 0, 1, 167, 20.875, 0, 9, 0, 0, 0, 1, 0
0.19852941176470587, 0, 1, 408, 29.142857142857142, 3, 22, 3, 0, 0, 0, 0
0.30666666666666664, 14, 0, 150, 75.0, 2, 25, 0, 2, 0, 0, 1
0.06153846153846154, 0, 1, 65, 65.0, 0, 4, 0, 0, 0, 2, 0
